Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Years,New_Item_Type
881,351,2,7818,4031,2,1,1,1,2630,1,1
314,352,2,13208,5349,0,1,2,0,912,5,1
504,400,0,6493,6306,8,2,0,1,3322,6,1
783,324,0,4042,7085,5,1,2,3,3240,8,1
503,159,0,10033,1982,8,2,0,1,1334,6,1
1496,54,1,2401,4202,7,1,1,1,1633,3,2
633,301,2,7217,5306,6,2,1,1,2358,2,1
6,324,0,8041,2617,5,1,2,3,2053,8,0
1544,404,1,2572,5523,8,2,0,1,1907,6,2
305,213,2,8949,7784,2,1,1,1,3463,1,1
569,313,0,3807,2900,6,2,1,1,883,2,1
680,395,0,11418,6820,7,1,1,1,1430,3,1
780,151,0,6986,3068,6,2,1,1,1161,2,1
247,318,0,1062,6486,6,2,1,1,3065,2,1
306,244,0,11314,2101,1,0,2,1,1244,7,1
304,117,2,9570,2576,8,2,0,1,1634,6,1
1004,296,2,503,1813,8,2,0,1,1031,6,1
721,329,2,4501,1908,2,1,1,1,1044,1,1
418,258,2,8747,2774,6,2,1,1,1343,2,1
10,223,2,2992,3393,7,1,1,1,674,3,0
1158,402,0,8566,2747,3,1,2,2,949,0,1
576,290,0,11032,5769,6,2,1,1,1954,2,1
1379,390,1,13059,6186,8,2,0,1,2015,6,2
688,384,0,6528,3864,9,1,0,1,3306,4,1
1119,324,2,7233,470,5,1,2,3,700,8,1
1501,22,1,9830,2432,1,0,2,1,961,7,2
588,216,2,3575,4602,6,2,1,1,1480,2,1
1502,350,1,6734,3829,8,2,0,1,1180,6,2
1339,236,1,8221,6655,2,1,1,1,1525,1,2
456,272,0,9222,6661,6,2,1,1,2761,2,1
891,218,2,9294,988,3,1,2,2,332,0,1
394,324,0,514,6050,5,1,2,3,2648,8,1
900,355,0,829,142,7,1,1,1,547,3,1
284,407,2,5594,5400,1,0,2,1,507,7,1
141,284,0,5092,3471,1,0,2,1,1314,7,0
1375,397,1,4899,405,9,1,0,1,604,4,2
534,308,0,6795,7512,6,2,1,1,1715,2,1
1033,324,0,13116,3491,5,1,2,3,1660,8,1
521,354,2,9427,6648,6,2,1,1,2670,2,1
1405,222,1,907,5737,2,1,1,1,2585,1,2
547,352,0,9922,6995,8,2,0,1,1454,6,1
649,324,0,8110,2848,5,1,2,3,1105,8,1
42,272,0,4633,157,7,1,1,1,612,3,0
401,272,2,6169,4312,7,1,1,1,2799,3,1
1238,355,2,11164,6025,6,2,1,1,2501,2,1
983,324,2,12146,74,4,2,0,0,1,8,1
274,402,2,6568,6134,6,2,1,1,2741,2,1
1004,296,2,1447,1838,0,1,2,0,256,5,1
984,320,0,10023,3195,6,2,1,1,1948,2,1
55,260,0,9554,4385,7,1,1,1,1154,3,0
838,360,0,12244,5375,0,1,2,0,502,5,1
477,338,0,9804,3838,3,1,2,2,758,0,1
1416,404,1,859,4212,7,1,1,1,1970,3,2
1399,366,1,4117,2079,9,1,0,1,1296,4,2
961,333,2,5252,4579,8,2,0,1,2497,6,1
142,324,2,10949,408,5,1,2,3,732,8,0
609,405,0,9840,3234,0,1,2,0,89,5,1
816,154,0,2946,4051,6,2,1,1,1315,2,1
787,398,0,4982,2768,6,2,1,1,1825,2,1
1257,324,0,10453,2761,5,1,2,3,2733,8,1
590,324,0,13435,583,4,2,0,0,113,8,1
1532,339,1,272,6282,3,1,2,2,2846,0,2
638,391,0,7951,3736,3,1,2,2,1287,0,1
430,324,0,7195,7178,5,1,2,3,3356,8,1
1265,406,1,11767,162,3,1,2,2,755,0,2
17,132,0,8814,1929,8,2,0,1,1078,6,0
734,355,0,800,1172,3,1,2,2,426,0,1
1337,372,1,7911,3010,7,1,1,1,1296,3,2
871,295,2,12588,3929,7,1,1,1,1361,3,1
784,324,0,1448,1635,4,2,0,0,475,8,1
1015,47,0,10236,4823,9,1,0,1,2473,4,1
52,87,0,9390,2718,7,1,1,1,1013,3,0
172,324,0,48,5760,5,1,2,3,2254,8,1
156,284,0,1154,7533,6,2,1,1,3320,2,1
1218,334,2,12073,5894,0,1,2,0,678,5,1
517,280,0,11256,1048,6,2,1,1,1470,2,1
1224,279,0,10640,3903,9,1,0,1,2180,4,1
435,322,0,6764,829,7,1,1,1,673,3,1
927,348,0,1452,5928,2,1,1,1,2631,1,1
982,395,2,1920,3287,2,1,1,1,1439,1,1
70,388,0,835,787,6,2,1,1,442,2,0
557,30,2,3592,5871,7,1,1,1,2454,3,1
992,256,0,2575,3308,6,2,1,1,1531,2,1
483,322,0,10222,6511,7,1,1,1,2362,3,1
1282,253,1,6136,3600,3,1,2,2,1992,0,2
1154,319,2,7005,1039,7,1,1,1,553,3,1
1285,397,1,2227,2497,1,0,2,1,673,7,2
801,324,0,13435,2592,4,2,0,0,205,8,1
628,217,2,3790,1402,3,1,2,2,1080,0,1
538,324,2,2165,6855,5,1,2,3,3399,8,1
77,208,0,3949,5153,2,1,1,1,2230,1,0
310,390,0,12450,5009,3,1,2,2,1249,0,1
511,306,0,11049,6058,7,1,1,1,1644,3,1
1367,289,1,95,4895,9,1,0,1,2159,4,2
785,282,0,10659,4188,0,1,2,0,126,5,1
909,331,0,3584,1125,8,2,0,1,413,6,1
148,308,2,7839,7898,6,2,1,1,2981,2,1
738,391,0,11948,2689,2,1,1,1,995,1,1
946,319,0,11072,102,7,1,1,1,758,3,1
454,91,0,423,3182,2,1,1,1,2066,1,1
246,311,2,1714,1708,3,1,2,2,773,0,1
367,18,0,5153,6238,9,1,0,1,2147,4,1
985,318,0,1952,4850,1,0,2,1,2250,7,1
214,353,0,2729,1785,9,1,0,1,1342,4,1
1088,314,2,10879,6800,1,0,2,1,2237,7,1
764,358,2,3380,7673,7,1,1,1,1242,3,1
301,369,2,203,2511,8,2,0,1,1327,6,1
652,302,2,5901,375,9,1,0,1,636,4,1
1088,314,2,10884,6763,6,2,1,1,2817,2,1
1059,324,0,3608,4962,5,1,2,3,3127,8,1
943,195,2,3854,5055,9,1,0,1,1984,4,1
805,306,2,4173,5413,8,2,0,1,2358,6,1
1150,326,0,10649,208,6,2,1,1,474,2,1
991,298,2,2409,6675,6,2,1,1,2198,2,1
89,70,0,11264,4748,8,2,0,1,1088,6,0
739,324,0,8012,6680,5,1,2,3,2780,8,1
1417,324,1,97,3503,5,1,2,3,2285,8,2
156,284,0,1170,7560,3,1,2,2,3241,0,1
693,367,0,2151,880,2,1,1,1,787,1,1
1321,240,1,6252,3954,6,2,1,1,2180,2,2
1343,246,1,12526,2157,2,1,1,1,2330,1,2
1204,243,2,6546,3658,1,0,2,1,901,7,1
368,324,0,3713,6263,5,1,2,3,3294,8,1
1487,342,1,9779,4650,8,2,0,1,1996,6,2
564,107,0,6410,4256,9,1,0,1,1898,4,1
1101,402,2,2023,6916,1,0,2,1,2501,7,1
1063,353,2,7752,5510,8,2,0,1,1195,6,1
1138,378,0,9663,5638,2,1,1,1,2722,1,1
823,142,0,2052,2240,8,2,0,1,1069,6,1
744,311,0,12265,3680,1,0,2,1,1616,7,1
921,50,2,8865,7703,2,1,1,1,1082,1,1
5,256,0,1703,4507,9,1,0,1,2656,4,0
216,31,2,3311,3672,8,2,0,1,2512,6,1
1305,324,1,721,3864,5,1,2,3,1659,8,2
479,324,2,12172,800,5,1,2,3,1757,8,1
764,358,2,3366,7632,8,2,0,1,1064,6,1
1291,163,1,9976,7623,1,0,2,1,2750,7,2
792,324,0,5187,2487,4,2,0,0,71,8,1
1086,121,0,4357,643,6,2,1,1,285,2,1
1073,324,2,2522,1537,5,1,2,3,1667,8,1
659,311,0,5612,3271,6,2,1,1,1261,2,1
331,377,2,6389,520,6,2,1,1,1388,2,1
1030,192,2,9310,70,6,2,1,1,600,2,1
364,324,0,9228,4210,5,1,2,3,2646,8,1
665,387,0,8788,4780,9,1,0,1,1315,4,1
12,43,0,5511,1760,8,2,0,1,959,6,0
1442,318,1,3033,4232,9,1,0,1,1026,4,2
1116,29,2,1279,5301,1,0,2,1,2174,7,1
1170,378,2,5133,4916,7,1,1,1,2402,3,1
1359,324,1,13328,7331,5,1,2,3,2868,8,2
134,317,0,1252,5566,1,0,2,1,2698,7,0
977,231,0,13121,4077,1,0,2,1,2382,7,1
949,78,2,1211,4322,0,1,2,0,431,5,1
1456,359,1,12162,2416,1,0,2,1,1639,7,2
1037,56,0,5546,6796,1,0,2,1,3361,7,1
1308,361,1,10409,6495,8,2,0,1,1226,6,2
1416,404,1,854,4227,8,2,0,1,2449,6,2
1087,17,0,4352,1654,9,1,0,1,1204,4,1
907,272,0,8993,1438,1,0,2,1,1127,7,1
675,357,2,5572,5035,9,1,0,1,1804,4,1
903,17,2,3163,2694,3,1,2,2,1581,0,1
1386,324,1,4000,5329,5,1,2,3,3346,8,2
948,388,0,6932,1652,9,1,0,1,1475,4,1
1530,377,1,1092,5659,8,2,0,1,2411,6,2
1541,383,1,12977,434,1,0,2,1,926,7,2
1427,329,1,2361,5522,8,2,0,1,1187,6,2
1204,243,2,9884,3714,0,1,2,0,106,5,1
391,324,2,7045,5051,5,1,2,3,2392,8,1
889,405,0,9763,7940,9,1,0,1,2251,4,1
1378,163,1,7956,3856,6,2,1,1,2527,2,2
1276,397,1,4913,1878,9,1,0,1,1975,4,2
184,364,0,12560,2157,0,1,2,0,186,5,1
29,79,0,2924,1781,9,1,0,1,1169,4,0
36,286,0,12856,6921,1,0,2,1,2495,7,0
204,190,0,6304,1502,2,1,1,1,708,1,1
1481,323,1,5079,2638,1,0,2,1,1866,7,2
441,324,0,6959,5321,4,2,0,0,336,8,1
905,369,0,11323,1880,7,1,1,1,842,3,1
241,356,2,2651,2460,1,0,2,1,811,7,1
55,260,0,9551,4422,9,1,0,1,1036,4,0
994,384,0,8597,3557,7,1,1,1,680,3,1
1247,266,0,4817,812,2,1,1,1,509,1,1
1308,361,1,10405,6508,6,2,1,1,2824,2,2
178,398,0,6420,899,3,1,2,2,883,0,1
212,407,0,2168,2095,6,2,1,1,2067,2,1
1423,394,1,10925,9,8,2,0,1,70,6,2
1201,339,2,2310,6349,8,2,0,1,1919,6,1
399,105,2,471,1023,7,1,1,1,332,3,1
379,314,2,2671,266,8,2,0,1,351,6,1
1115,324,0,4218,1754,4,2,0,0,151,8,1
757,326,0,12255,4525,8,2,0,1,2732,6,1
1235,312,2,12537,7307,2,1,1,1,2671,1,1
440,324,2,3104,2228,4,2,0,0,287,8,1
1002,318,2,7070,4749,2,1,1,1,2394,1,1
886,4,0,12400,3639,9,1,0,1,2000,4,1
27,397,0,2291,641,3,1,2,2,405,0,0
1212,403,2,11564,2144,7,1,1,1,1940,3,1
462,324,2,12904,5772,5,1,2,3,3226,8,1
142,286,2,10970,476,8,2,0,1,482,6,0
939,310,2,8085,7127,6,2,1,1,2066,2,1
218,396,2,2887,4664,3,1,2,2,1921,0,1
1180,385,2,9947,5733,8,2,0,1,2436,6,1
413,25,2,13435,5247,0,1,2,0,155,5,1
656,314,2,846,5557,3,1,2,2,507,0,1
534,308,0,6835,7507,2,1,1,1,1869,1,1
1285,397,1,2240,2533,7,1,1,1,498,3,2
491,337,0,4913,5625,9,1,0,1,2854,4,1
74,398,0,2362,1685,8,2,0,1,676,6,0
1208,321,0,9144,6757,8,2,0,1,2958,6,1
1325,319,1,6348,6042,7,1,1,1,1975,3,2
161,166,0,9413,4926,8,2,0,1,2082,6,1
169,96,0,3817,4138,8,2,0,1,2153,6,1
1019,377,0,6969,4482,1,0,2,1,1476,7,1
752,217,0,11488,5913,7,1,1,1,2785,3,1
1230,362,0,3887,7671,9,1,0,1,2058,4,1
863,356,2,10544,6377,9,1,0,1,2035,4,1
1515,324,1,1263,2769,5,1,2,3,1845,8,2
975,5,0,9966,3312,6,2,1,1,1905,2,1
1278,343,1,2511,6298,9,1,0,1,2926,4,2
1135,93,0,3214,2158,3,1,2,2,1043,0,1
1185,7,2,12127,897,1,0,2,1,602,7,1
1244,215,2,1308,1868,1,0,2,1,258,7,1
585,235,0,4706,2264,6,2,1,1,1362,2,1
1306,293,1,1883,7574,8,2,0,1,2172,6,2
1215,324,2,2647,3996,5,1,2,3,2822,8,1
936,320,2,13390,1433,1,0,2,1,1723,7,1
1510,308,1,7830,6095,6,2,1,1,2010,2,2
768,324,2,12639,3238,4,2,0,0,553,8,1
1007,396,2,3381,1745,6,2,1,1,1681,2,1
787,398,0,5000,2815,9,1,0,1,2323,4,1
1030,192,2,9304,12,1,0,2,1,628,7,1
602,350,0,8732,1865,3,1,2,2,861,0,1
322,324,0,1902,2870,5,1,2,3,1416,8,1
1518,306,1,3720,3102,6,2,1,1,1261,2,2
447,142,0,7059,3916,2,1,1,1,1940,1,1
376,208,0,1908,2727,6,2,1,1,2188,2,1
1442,318,1,3027,4319,6,2,1,1,2094,2,2
1250,338,0,7895,6398,3,1,2,2,2636,0,1
987,324,0,2707,946,5,1,2,3,1397,8,1
805,306,2,7190,5351,0,1,2,0,161,5,1
21,324,0,12295,2875,4,2,0,0,430,8,0
540,165,2,4188,5831,0,1,2,0,175,5,1
951,365,0,1692,783,9,1,0,1,820,4,1
457,392,2,2557,4135,9,1,0,1,1414,4,1
844,324,2,9511,3995,4,2,0,0,285,8,1
796,18,2,5357,2485,3,1,2,2,1338,0,1
105,314,0,11285,6396,9,1,0,1,2860,4,0
193,309,2,7461,1845,8,2,0,1,1232,6,1
1350,352,1,3789,2782,7,1,1,1,1186,3,2
744,311,0,13213,3659,7,1,1,1,1092,3,1
217,404,2,2104,7337,6,2,1,1,3440,2,1
1466,294,1,6569,6265,1,0,2,1,556,7,2
1227,328,0,1776,3269,7,1,1,1,1591,3,1
1457,316,1,10719,7852,8,2,0,1,1946,6,2
582,391,0,11092,2642,8,2,0,1,1655,6,1
74,398,0,2373,1670,3,1,2,2,243,0,0
921,324,2,12181,7755,4,2,0,0,252,8,1
1351,387,1,695,3308,7,1,1,1,1989,3,2
744,311,0,13200,3667,6,2,1,1,2430,2,1
1053,369,0,5472,5891,7,1,1,1,2067,3,1
408,390,0,5172,7700,3,1,2,2,1606,0,1
89,70,0,11262,4768,6,2,1,1,1088,2,0
286,408,0,13104,5733,6,2,1,1,2519,2,1
72,377,0,4959,4934,6,2,1,1,1335,2,0
1296,361,1,8365,6988,1,0,2,1,3078,7,2
1313,264,1,12015,5390,7,1,1,1,1655,3,2
1462,379,1,11093,2745,2,1,1,1,318,1,2
263,357,0,11348,1464,8,2,0,1,1459,6,1
113,324,2,12173,7132,4,2,0,0,820,8,0
1156,379,2,7483,4485,0,1,2,0,300,5,1
12,43,0,8673,1740,0,1,2,0,155,5,0
46,43,0,6247,5902,7,1,1,1,1234,3,0
944,284,0,13250,2652,3,1,2,2,498,0,1
1281,403,1,10480,5875,6,2,1,1,2618,2,2
419,324,0,13311,924,4,2,0,0,142,8,1
299,318,0,2064,3223,6,2,1,1,1963,2,1
236,415,0,8011,7883,1,0,2,1,2502,7,1
1009,403,2,10266,5334,3,1,2,2,3346,0,1
1287,100,1,10263,6157,6,2,1,1,1771,2,2
542,395,2,7396,4987,8,2,0,1,2341,6,1
1345,243,1,3649,3967,8,2,0,1,1659,6,2
1321,240,1,6246,3926,1,0,2,1,2096,7,2
1172,324,2,13114,3895,5,1,2,3,2300,8,1
288,171,0,6575,7233,0,1,2,0,231,5,1
566,340,0,11860,1757,6,2,1,1,886,2,1
135,349,0,7583,515,7,1,1,1,441,3,0
867,340,0,12021,1382,1,0,2,1,574,7,1
137,295,0,13411,2916,0,1,2,0,82,5,0
372,122,2,5677,4498,6,2,1,1,2215,2,1
783,323,0,4074,7081,8,2,0,1,1617,6,1
1429,307,1,3594,4873,6,2,1,1,2930,2,2
38,392,0,5512,385,9,1,0,1,238,4,0
1006,390,0,9972,3755,0,1,2,0,261,5,1
27,397,0,2274,518,6,2,1,1,827,2,0
1161,350,0,6703,6691,2,1,1,1,1102,1,1
760,324,0,3550,764,5,1,2,3,1446,8,1
1229,91,0,10089,5337,2,1,1,1,1044,1,1
1508,260,1,10386,6481,7,1,1,1,1492,3,2
1195,319,0,303,1315,8,2,0,1,1113,6,1
590,326,0,13099,554,3,1,2,2,176,0,1
1091,309,2,5208,6336,1,0,2,1,866,7,1
111,324,0,4126,321,5,1,2,3,1159,8,0
240,391,2,10673,6989,9,1,0,1,802,4,1
728,295,2,5434,3054,6,2,1,1,1483,2,1
1517,224,1,1487,7257,2,1,1,1,3284,1,2
171,348,2,6504,3459,2,1,1,1,1459,1,1
605,324,0,401,2278,4,2,0,0,284,8,1
509,381,0,11734,3131,9,1,0,1,1663,4,1
167,144,0,11027,5190,3,1,2,2,1731,0,1
1136,231,0,813,2098,7,1,1,1,1222,3,1
818,291,2,6787,1699,8,2,0,1,475,6,1
384,383,2,636,1084,2,1,1,1,956,1,1
433,324,2,9837,7035,5,1,2,3,3250,8,1
1558,344,1,9344,4786,8,2,0,1,2912,6,2
1067,324,0,11104,4474,4,2,0,0,130,8,1
1146,290,2,11947,6862,3,1,2,2,3213,0,1
1436,324,1,9844,2646,5,1,2,3,1732,8,2
587,336,2,6821,7154,2,1,1,1,2057,1,1
1030,192,2,9324,105,9,1,0,1,570,4,1
656,314,2,844,5478,7,1,1,1,2384,3,1
1333,319,1,8778,7497,3,1,2,2,465,0,2
176,361,2,10416,1890,1,0,2,1,1352,7,1
1478,311,1,1805,3754,9,1,0,1,815,4,2
627,324,2,6889,4350,5,1,2,3,3279,8,1
545,161,0,6347,952,2,1,1,1,677,1,1
505,183,2,8189,1976,1,0,2,1,441,7,1
213,379,0,913,4632,1,0,2,1,2700,7,1
532,379,0,8448,65,9,1,0,1,201,4,1
1422,153,1,5665,2379,8,2,0,1,1865,6,2
1309,186,1,13435,24,0,1,2,0,112,5,2
811,403,2,4670,4614,8,2,0,1,940,6,1
601,361,0,4860,3965,8,2,0,1,1738,6,1
1021,288,0,3487,2853,9,1,0,1,616,4,1
1131,392,0,10268,7157,7,1,1,1,1645,3,1
723,349,2,2767,6753,8,2,0,1,2963,6,1
565,138,0,1271,7955,1,0,2,1,3258,7,1
1181,399,0,4927,3133,9,1,0,1,1722,4,1
881,324,2,6965,4062,5,1,2,3,3069,8,1
869,324,2,11444,6264,5,1,2,3,3214,8,1
647,314,2,2585,2473,7,1,1,1,1327,3,1
1068,324,2,7767,3555,4,2,0,0,245,8,1
892,324,2,3897,5477,4,2,0,0,167,8,1
38,392,0,5534,297,3,1,2,2,500,0,0
961,333,2,5247,4579,1,0,2,1,2081,7,1
1083,24,2,61,2332,8,2,0,1,1178,6,1
735,383,0,9783,6299,1,0,2,1,550,7,1
1551,318,1,9013,223,8,2,0,1,724,6,2
1515,341,1,1293,2788,2,1,1,1,1343,1,2
774,375,0,6745,2318,9,1,0,1,1248,4,1
428,301,2,12547,4585,0,1,2,0,442,5,1
506,150,2,4529,1166,9,1,0,1,788,4,1
481,392,0,4564,6477,8,2,0,1,2264,6,1
10,223,2,3651,3483,2,1,1,1,1468,1,0
1,324,2,8118,4840,4,2,0,0,464,8,0
1110,337,2,4358,4882,1,0,2,1,1441,7,1
676,104,2,9956,7619,3,1,2,2,2841,0,1
86,339,0,13360,1634,7,1,1,1,1376,3,0
1088,314,2,10897,6788,7,1,1,1,2237,3,1
166,324,2,5808,3526,5,1,2,3,2188,8,1
1257,393,0,10534,2927,2,1,1,1,1422,1,1
999,390,0,4190,1017,7,1,1,1,1011,3,1
840,371,2,12358,8033,3,1,2,2,3304,0,1
643,321,0,3467,2485,2,1,1,1,1683,1,1
184,324,0,9544,2273,5,1,2,3,1397,8,1
528,243,2,4815,5975,3,1,2,2,2085,0,1
126,284,0,5266,6118,6,2,1,1,3269,2,0
1422,153,1,5678,2286,9,1,0,1,1290,4,2
983,314,2,8771,70,9,1,0,1,359,4,1
375,365,0,6974,6358,8,2,0,1,1162,6,1
634,324,2,13435,4561,4,2,0,0,447,8,1
600,324,0,10442,6178,5,1,2,3,2908,8,1
731,401,0,3890,442,8,2,0,1,793,6,1
1358,50,1,9394,5077,1,0,2,1,1810,7,2
1348,389,1,407,6455,1,0,2,1,2008,7,2
997,288,2,10737,1456,6,2,1,1,1567,2,1
1022,324,0,3003,436,5,1,2,3,686,8,1
1268,298,1,2860,5168,6,2,1,1,1927,2,2
287,406,0,4233,1300,6,2,1,1,557,2,1
215,319,2,7652,2032,2,1,1,1,1762,1,1
892,328,2,5348,5551,3,1,2,2,2113,0,1
1272,310,1,363,588,2,1,1,1,329,1,2
1297,265,1,745,957,2,1,1,1,745,1,2
735,383,0,9789,6206,6,2,1,1,2539,2,1
178,398,0,6390,937,1,0,2,1,802,7,1
477,338,0,9767,3835,6,2,1,1,1180,2,1
1309,186,1,13392,91,2,1,1,1,157,1,2
515,324,2,5375,1490,4,2,0,0,383,8,1
1201,339,2,2328,6206,3,1,2,2,855,0,1
1235,312,2,12520,7303,6,2,1,1,1818,2,1
408,390,0,5180,7800,2,1,1,1,3106,1,1
675,357,2,5597,5071,2,1,1,1,1908,1,1
52,87,0,9397,2755,3,1,2,2,1525,0,0
442,362,2,2427,2231,3,1,2,2,1203,0,1
1123,272,0,7702,5457,3,1,2,2,917,0,1
874,324,2,9106,750,5,1,2,3,690,8,1
1361,106,1,2856,5275,2,1,1,1,1636,1,2
1466,324,1,6538,6388,5,1,2,3,3389,8,2
35,409,0,1834,4320,1,0,2,1,1843,7,0
1262,105,2,10715,4960,9,1,0,1,2578,4,1
1339,236,1,8213,6695,3,1,2,2,411,0,2
733,15,2,7300,3521,9,1,0,1,1395,4,1
8,324,2,1514,637,5,1,2,3,896,8,0
1140,324,0,10309,2387,5,1,2,3,2269,8,1
480,350,0,6313,7396,6,2,1,1,2879,2,1
1079,355,2,6644,4263,6,2,1,1,2070,2,1
1532,324,1,1054,6197,4,2,0,0,190,8,2
368,326,0,3746,6268,9,1,0,1,3182,4,1
688,324,0,6487,3875,5,1,2,3,2239,8,1
1390,169,1,8642,4565,6,2,1,1,1870,2,2
1517,224,1,1481,7260,3,1,2,2,2581,0,2
703,326,2,12715,7691,9,1,0,1,1066,4,1
1052,232,2,4742,6045,1,0,2,1,1755,7,1
539,271,0,13358,2433,7,1,1,1,725,3,1
1276,397,1,4904,1803,6,2,1,1,1658,2,2
1230,362,0,6918,7684,0,1,2,0,478,5,1
1475,403,1,580,4339,8,2,0,1,1562,6,2
594,296,2,2393,5142,6,2,1,1,2230,2,1
998,302,0,12290,6051,0,1,2,0,539,5,1
7,369,2,4958,324,0,1,2,0,136,5,0
890,324,2,1965,6189,4,2,0,0,190,8,1
853,383,0,12944,214,9,1,0,1,730,4,1
476,286,2,10545,1794,2,1,1,1,1916,1,1
972,324,0,2848,2338,5,1,2,3,2593,8,1
962,324,2,11265,1014,5,1,2,3,1669,8,1
19,324,0,10440,7137,4,2,0,0,642,8,0
557,30,2,3602,5771,3,1,2,2,1842,0,1
91,323,0,7462,4686,2,1,1,1,1830,1,0
763,366,2,9037,2415,8,2,0,1,1259,6,1
1050,375,0,942,1311,1,0,2,1,674,7,1
671,54,2,3290,2417,8,2,0,1,1614,6,1
1177,317,0,3303,1345,2,1,1,1,1208,1,1
1392,204,1,8240,398,8,2,0,1,343,6,2
34,237,0,1309,6285,6,2,1,1,2365,2,0
189,324,0,4700,263,5,1,2,3,1144,8,1
1532,339,1,212,6299,9,1,0,1,2539,4,2
105,324,0,11243,6293,5,1,2,3,2377,8,0
615,324,2,11373,7803,4,2,0,0,705,8,1
842,350,2,12913,3754,0,1,2,0,381,5,1
229,379,0,3336,7788,9,1,0,1,2212,4,1
781,326,0,3752,5169,3,1,2,2,2324,0,1
1215,298,2,5318,4002,0,1,2,0,118,5,1
451,324,0,11326,460,5,1,2,3,1147,8,1
426,324,2,8238,1104,5,1,2,3,1670,8,1
872,320,0,10457,2904,1,0,2,1,1149,7,1
1225,197,2,12755,752,7,1,1,1,1021,3,1
711,116,2,3069,1473,1,0,2,1,1408,7,1
24,292,0,13093,7225,2,1,1,1,2929,1,0
1076,228,2,4105,4126,9,1,0,1,776,4,1
771,376,0,6352,2515,3,1,2,2,893,0,1
704,312,2,329,6833,1,0,2,1,1590,7,1
1542,155,1,3455,5236,8,2,0,1,2973,6,2
1471,407,1,11435,1358,0,1,2,0,125,5,2
1230,362,0,3921,7741,2,1,1,1,1912,1,1
1366,305,1,4491,323,2,1,1,1,451,1,2
1138,378,0,9620,5565,6,2,1,1,2229,2,1
839,375,2,7423,1965,6,2,1,1,1377,2,1
791,324,0,3160,324,5,1,2,3,772,8,1
735,383,0,9819,6189,3,1,2,2,2976,0,1
1020,196,2,12657,4510,9,1,0,1,1063,4,1
610,395,2,9259,638,9,1,0,1,237,4,1
326,262,0,2688,6497,3,1,2,2,3006,0,1
1372,169,1,739,6695,2,1,1,1,2766,1,2
537,298,0,8252,3330,8,2,0,1,756,6,1
467,319,0,4300,3073,1,0,2,1,1621,7,1
307,64,0,12419,4502,9,1,0,1,1044,4,1
1114,409,0,174,2666,6,2,1,1,1368,2,1
1377,336,1,3489,328,8,2,0,1,593,6,2
976,356,2,8670,8002,7,1,1,1,2921,3,1
727,312,2,8848,5145,2,1,1,1,2218,1,1
930,324,2,5914,7834,5,1,2,3,3125,8,1
400,106,2,90,3318,2,1,1,1,1973,1,1
1134,120,2,2127,6469,7,1,1,1,1646,3,1
59,363,0,1543,4567,8,2,0,1,936,6,0
485,59,0,4014,5374,2,1,1,1,1668,1,1
562,331,0,4571,7216,7,1,1,1,1671,3,1
708,80,0,13435,6458,0,1,2,0,399,5,1
1055,372,0,6559,1688,2,1,1,1,552,1,1
977,231,0,13412,4120,9,1,0,1,1887,4,1
688,384,0,6549,3917,3,1,2,2,762,0,1
50,324,0,5389,1345,5,1,2,3,1988,8,0
1013,324,2,9714,4267,5,1,2,3,2490,8,1
371,324,2,2446,1600,5,1,2,3,2410,8,1
761,323,0,8098,739,3,1,2,2,666,0,1
97,324,0,4198,6746,5,1,2,3,3178,8,0
654,366,0,8512,6454,2,1,1,1,2927,1,1
887,410,2,7375,1812,9,1,0,1,264,4,1
1109,72,2,12840,6601,0,1,2,0,763,5,1
1470,177,1,6580,990,6,2,1,1,672,2,2
335,263,0,12502,1138,7,1,1,1,985,3,1
1538,280,1,5873,2606,8,2,0,1,1715,6,2
357,363,0,10694,2413,3,1,2,2,1473,0,1
1476,324,1,13435,6855,4,2,0,0,625,8,2
1017,324,2,12624,4504,4,2,0,0,134,8,1
1154,319,2,7000,1050,9,1,0,1,1011,4,1
21,70,0,8963,2889,6,2,1,1,1372,2,0
1163,374,2,5544,2148,1,0,2,1,2015,7,1
148,308,2,7843,7789,8,2,0,1,2981,6,1
193,324,2,11041,1874,4,2,0,0,338,8,1
1473,380,1,1406,2211,9,1,0,1,766,4,2
332,348,0,12807,3919,0,1,2,0,279,5,1
1399,366,1,4120,2149,7,1,1,1,753,3,2
53,374,0,4324,4808,6,2,1,1,3229,2,0
1044,301,2,1518,1301,0,1,2,0,124,5,1
555,324,0,13289,566,4,2,0,0,111,8,1
1154,319,2,6984,996,8,2,0,1,607,6,1
1279,77,1,11442,8025,7,1,1,1,1646,3,2
862,318,2,12076,5892,1,0,2,1,1862,7,1
1189,168,2,11045,6539,7,1,1,1,3311,3,1
628,217,2,3776,1343,8,2,0,1,1340,6,1
525,262,2,9686,3362,3,1,2,2,2153,0,1
376,208,0,1936,2688,3,1,2,2,1455,0,1
71,363,0,3757,1324,6,2,1,1,795,2,0
1487,342,1,9792,4722,9,1,0,1,2089,4,2
1418,324,1,6387,131,4,2,0,0,74,8,2
260,358,0,11635,3764,6,2,1,1,1560,2,1
300,330,0,4102,3253,0,1,2,0,90,5,1
370,125,0,6843,6566,6,2,1,1,1664,2,1
